"date","tx_incid","incid_hosp","incid_rea","incid_rad","incid_dchosp","dose1","dose2","dose3"
2022-06-15,371.447722772277,588,75,685,47,"1508","2445","9318"
2022-06-16,386.607524752475,599,71,547,48,"1179","2030","9907"
2022-06-17,404.488712871287,659,63,630,43,"1485","2840","12470"
2022-06-18,417.99,302,31,295,19,"853","1522","4563"
2022-06-19,420.804356435644,123,8,55,2,"183","363","1058"
2022-06-20,457.706138613861,908,100,594,46,"1021","1919","8904"
2022-06-21,489.671881188119,829,76,607,56,"1324","2396","10302"
2022-06-22,523.323861386139,1022,93,881,64,"1386","2497","8910"
2022-06-23,559.34,856,60,714,50,"1226","2356","10674"
2022-06-24,596.69900990099,912,99,798,55,"1485","2982","13643"
2022-06-25,626.852178217822,451,29,407,23,"936","1777","6230"
2022-06-26,633.41099009901,154,13,77,9,"229","460","1953"
2022-06-27,705.788514851485,1241,127,724,47,"1128","2015","10492"
2022-06-28,768.076336633663,1289,105,838,37,"1453","2808","14661"
2022-06-29,840.209504950495,1118,106,872,47,"1707","2824","12291"
2022-06-30,904.498415841584,1020,105,840,42,"1524","2702","14388"
2022-07-01,956.489207920792,1206,105,885,51,"1989","3791","21488"
2022-07-02,994.794554455446,639,44,497,30,"1082","1855","8523"
2022-07-03,1003.69910891089,230,17,141,13,"290","538","2091"
2022-07-04,1099.98603960396,1607,146,1108,97,"1653","3226","14696"
2022-07-05,1146.56,1842,158,1354,75,"1709","3117","18826"
2022-07-06,1185.01811881188,1603,127,1099,48,"1818","2766","15848"
2022-07-07,1205.55297029703,1523,122,1211,86,"1707","2864","17994"
2022-07-08,1220.06851485149,1590,126,1290,74,"1886","3143","20748"
2022-07-09,1223.77514851485,788,82,747,34,"865","1454","7737"
2022-07-10,1223.05326732673,268,27,172,15,"263","525","2344"
2022-07-11,1190.14534653465,1795,176,1056,108,"1428","2453","15014"
2022-07-12,1153.20504950495,2389,215,1655,123,"1792","3090","20525"
2022-07-13,1102.44712871287,2002,177,1446,104,"1729","2722","15686"
2022-07-14,941.930396039604,908,72,791,49,"182","366","1952"
2022-07-15,951.077920792079,1343,131,964,103,"1476","2551","15112"
2022-07-16,924.107128712871,910,95,761,60,"617","1176","5946"
2022-07-17,918.938316831683,276,18,138,17,"177","389","1736"
2022-07-18,858.069900990099,2018,195,1451,174,"1130","2240","11820"
2022-07-19,813.014356435644,2310,211,1776,144,"1415","2341","15467"
2022-07-20,767.691188118812,1701,144,1473,108,"1416","2284","12952"
2022-07-21,848.700198019802,1611,161,1613,128,"1280","2158","13083"
2022-07-22,763.849900990099,1552,148,1549,104,"1396","2445","14799"
2022-07-23,735.794257425743,695,55,700,48,"670","1301","5529"
2022-07-24,728.228118811881,226,22,152,19,"183","349","1397"
2022-07-25,657.342475247525,1656,180,1261,132,"1052","1785","9485"
2022-07-26,615.419108910891,1761,188,1770,119,"1287","2204","13298"
2022-07-27,573.932772277228,1414,97,1584,95,"1217","1999","10224"
2022-07-28,533.296336633663,1229,102,1283,104,"1088","1859","10305"
2022-07-29,493.626534653465,1076,111,1232,82,"1281","2043","10988"
2022-07-30,468.596534653465,624,65,725,52,"498","853","3517"
2022-07-31,463.651287128713,166,16,125,16,"151","288","929"
2022-08-01,416.814653465347,1195,130,1046,122,"836","1517","7580"
2022-08-02,388.456633663366,1306,141,1453,104,"1020","1631","8564"
2022-08-03,363.343366336634,1001,92,1316,86,"832","1249","6406"
2022-08-04,342.715148514852,1002,107,1145,87,"728","1179","6565"
2022-08-05,324.618316831683,851,106,1131,83,"849","1354","7087"
2022-08-06,311.649504950495,434,42,539,35,"338","553","2098"
2022-08-07,308.684356435644,109,8,75,10,"102","155","535"
2022-08-08,283.022277227723,995,99,913,109,"558","965","4012"
2022-08-09,267.542574257426,1019,103,1375,115,"684","1133","5963"
2022-08-10,254.191683168317,812,66,1181,87,"629","1109","4653"
2022-08-11,243.016732673267,801,82,927,80,"613","1020","4479"
2022-08-12,232.94603960396,703,82,888,69,"705","1140","4739"
2022-08-13,226.776534653465,295,21,431,36,"211","406","1294"
2022-08-14,226.533267326733,96,12,50,18,"70","120","287"
2022-08-15,177.161485148515,116,14,75,7,"81","178","603"
2022-08-16,194.058514851485,951,110,957,113,"617","1051","3951"
2022-08-17,192.248613861386,979,109,1041,92,"628","1010","3884"
2022-08-18,189.249702970297,739,82,1052,90,"610","975","4084"
2022-08-19,187.089207920792,673,65,892,72,"601","1150","4480"
2022-08-20,185.163564356436,319,34,454,37,"289","490","1352"
2022-08-21,184.279900990099,64,4,47,3,"94","133","299"
2022-08-22,220.116930693069,685,51,624,64,"545","975","3271"
2022-08-23,195.285445544554,660,56,850,88,"710","1170","4292"
2022-08-24,190.290297029703,597,65,664,52,"656","928","3489"
2022-08-25,187.142475247525,520,45,623,43,"621","1008","3930"
2022-08-26,184.627227722772,516,58,628,50,"848","1250","4472"
2022-08-27,182.69702970297,163,19,274,19,"292","495","1377"
2022-08-28,182.093861386139,86,9,53,7,"123","159","303"
2022-08-29,177.99900990099,505,75,626,78,"616","962","3068"
2022-08-30,174.717524752475,621,79,765,72,"842","1205","4787"
2022-08-31,171.928712871287,470,50,625,50,"687","944","3192"
2022-09-01,168.625346534653,474,43,524,39,"717","976","4467"
2022-09-02,164.912574257426,439,40,605,55,"864","1133","5034"
2022-09-03,163.037722772277,126,14,258,12,"415","557","1915"
2022-09-04,162.667326732673,41,3,39,3,"131","149","351"
2022-09-05,162.499900990099,552,49,559,67,"613","688","3128"
2022-09-06,164.078811881188,557,59,645,60,"791","1009","4723"
2022-09-07,166.796930693069,468,96,558,43,"640","763","2993"
2022-09-08,171.116633663366,417,53,594,56,"615","847","3799"
2022-09-09,176.630495049505,356,33,466,31,"830","1006","4425"
2022-09-10,181.745940594059,162,22,196,14,"383","533","1729"
2022-09-11,183.151188118812,44,1,40,4,"122","129","319"
2022-09-12,205.911683168317,518,41,521,47,"485","611","2679"
2022-09-13,226.055544554455,550,63,609,49,"608","829","3981"
2022-09-14,245.645148514851,428,41,481,39,"649","766","2948"
2022-09-15,263.59297029703,475,50,420,37,"552","770","3457"
2022-09-16,278.52702970297,433,40,462,26,"784","1025","4132"
2022-09-17,288.403762376238,191,25,181,9,"384","487","1447"
2022-09-18,288.983663366337,48,3,47,1,"115","138","323"
2022-09-19,304.100198019802,644,48,564,58,"444","629","2251"
2022-09-20,309.636138613861,593,68,596,48,"632","859","3775"
2022-09-21,316.605940594059,483,44,476,32,"575","762","2735"
2022-09-22,324.563762376238,525,56,442,29,"580","816","3397"
2022-09-23,336.221089108911,535,43,453,33,"824","1031","4488"
2022-09-24,347.24900990099,230,26,234,13,"423","607","1637"
2022-09-25,350.517623762376,85,2,36,3,"98","186","335"
2022-09-26,382.984257425743,880,69,457,51,"433","691","2273"
2022-09-27,403.159108910891,1036,90,554,40,"606","830","3621"
2022-09-28,421.75198019802,884,77,599,38,"624","812","2548"
2022-09-29,437.162772277228,851,64,561,32,"561","756","3108"
2022-09-30,449.464356435644,835,75,514,30,"766","1085","3947"
2022-10-01,457.745940594059,401,35,287,17,"410","607","1969"
2022-10-02,459.345841584158,116,8,56,4,"56","130","217"
2022-10-03,484.29099009901,1176,97,651,62,"459","698","2413"
2022-10-04,505.473465346535,1344,99,890,74,"610","767","3376"
2022-10-05,524.646435643564,1218,91,748,41,"540","800","2426"
2022-10-06,544.332772277228,1233,121,700,45,"531","694","3074"
2022-10-07,560.056435643564,1231,81,806,52,"713","971","4121"
2022-10-08,568.20504950495,477,25,377,25,"343","510","1646"
2022-10-09,569.224752475247,155,10,87,6,"107","136","335"
2022-10-10,579.459504950495,1400,111,831,79,"470","695","2902"
2022-10-11,579.419603960396,1718,115,1140,72,"565","779","4253"
2022-10-12,579.272673267327,1227,74,891,55,"557","786","3232"
2022-10-13,575.256138613861,1360,98,887,59,"599","739","3988"
2022-10-14,572.593168316832,1275,111,999,76,"748","1036","4860"
2022-10-15,570.425841584158,640,55,458,29,"346","492","1844"
2022-10-16,570.194059405941,186,17,88,13,"92","123","369"
2022-10-17,560.812376237624,1529,164,948,112,"432","682","3025"
2022-10-18,551.40297029703,1772,127,1194,99,"594","720","4691"
2022-10-19,539.073168316832,1519,109,1283,98,"539","767","3619"
2022-10-20,524.467425742574,1273,115,1166,62,"586","751","4814"
2022-10-21,506.584059405941,1229,97,1089,82,"680","968","5677"
2022-10-22,492.401287128713,463,38,510,32,"328","392","1648"
2022-10-23,488.938514851485,180,13,86,17,"91","99","349"
2022-10-24,441.574158415842,1203,108,1034,122,"539","586","3122"
2022-10-25,412.83900990099,1483,119,1565,131,"582","711","4846"
2022-10-26,384.326930693069,1136,109,1038,59,"518","628","3428"
2022-10-27,349.302277227723,999,98,994,66,"581","676","4047"
2022-10-28,319.20900990099,958,91,1176,60,"689","833","4581"
2022-10-29,299.703762376238,488,34,647,40,"248","353","1316"
2022-10-30,296.776633663366,127,9,84,9,"86","109","280"
2022-10-31,250.02900990099,911,100,816,111,"373","464","2061"
2022-11-01,201.411287128713,479,55,496,51,"51","110","813"
2022-11-02,213.701188118812,942,108,971,91,"479","642","2978"
2022-11-03,220.980297029703,887,91,1128,55,"622","675","4043"
2022-11-04,227.28396039604,780,68,875,77,"637","806","4366"
2022-11-05,231.686534653465,337,28,498,36,"243","348","1396"
2022-11-06,232.584554455446,106,8,103,5,"85","109","258"
2022-11-07,252.128811881188,910,90,897,109,"441","509","2627"
2022-11-08,285.178118811881,984,87,1147,117,"579","755","4841"
2022-11-09,260.667425742574,863,77,893,69,"488","631","3278"
2022-11-10,256.223861386139,802,70,838,51,"585","839","4495"
2022-11-11,224.503168316832,372,19,415,27,"62","102","347"
2022-11-12,237.104950495049,131,13,93,10,"191","302","1076"
2022-11-13,238.436831683168,101,11,50,1,"59","81","236"
2022-11-14,247.18495049505,1029,102,835,100,"416","499","2496"
2022-11-15,256.302574257426,1060,97,997,109,"561","662","4159"
2022-11-16,264.05801980198,1039,89,883,70,"518","595","2910"
2022-11-17,282.594851485149,889,70,940,75,"529","621","3685"
2022-11-18,325.795643564356,928,74,880,69,"591","743","4464"
2022-11-19,322.653366336634,392,30,446,26,"258","312","1392"
2022-11-20,323.45702970297,175,20,89,2,"61","75","285"
2022-11-21,351.552772277228,1093,98,778,94,"411","484","2307"
2022-11-22,371.629108910891,1167,95,1029,90,"507","543","3743"
2022-11-23,396.42603960396,1088,105,847,76,"431","504","2587"
2022-11-24,410.694851485148,889,75,820,56,"473","551","3556"
2022-11-25,430.476633663366,949,100,828,62,"540","649","3854"
2022-11-26,445.270693069307,441,45,448,29,"277","317","1280"
2022-11-27,448.859108910891,142,12,103,8,"62","65","237"
2022-11-28,486.798712871287,1378,147,891,95,"205","135","206"
2022-11-29,513.042772277228,1511,124,1109,88,"168","140","267"
2022-11-30,540.174752475247,1437,124,903,91,"159","189","228"
2022-12-01,550.306435643564,1303,94,1053,76,"152","140","688"
2022-12-02,555.262772277228,1145,110,884,68,"196","188","508"
2022-12-03,557.697920792079,548,53,599,38,"101","106","259"
2022-12-04,560.016237623762,238,15,121,10,"24","26","19"
2022-12-05,581.249900990099,1450,118,812,104,"132","120","277"
2022-12-06,591.710198019802,1790,131,1442,117,"144","136","262"
2022-12-07,593.543267326733,1721,143,1125,93,"145","139","236"
2022-12-08,606.942772277228,1719,149,1141,57,"126","133","292"
2022-12-09,620.73801980198,1550,122,1206,85,"197","192","340"
2022-12-10,628.709504950495,886,64,639,56,"108","98","329"
2022-12-11,628.95504950495,204,14,112,20,"31","30","31"
2022-12-12,616.887326732673,1888,178,1130,166,"118","89","269"
2022-12-13,607.632079207921,2104,173,1441,135,"114","117","281"
2022-12-14,596.041683168317,2047,181,1404,104,"101","132","237"
2022-12-15,585.382574257426,1790,157,1290,98,"127","137","420"
2022-12-16,572.124653465346,1652,130,1458,125,"201","203","545"
2022-12-17,560.184356435644,894,71,745,50,"87","82","204"
2022-12-18,556.423663366337,286,15,156,24,"16","20","23"
2022-12-19,517.882475247525,1753,155,1287,178,"147","125","237"
2022-12-20,497.524257425743,2288,194,1769,129,"136","149","327"
2022-12-21,479.273267326733,1990,179,1651,125,"131","102","187"
2022-12-22,458.955742574257,1652,119,1340,114,"140","98","145"
2022-12-23,441.568613861386,1601,139,1622,152,"124","142","433"
2022-12-24,425.921881188119,677,52,715,51,"29","22","31"
2022-12-25,419.679108910891,122,11,134,18,"3","7","16"
2022-12-26,360.094752475248,1191,110,1101,133,"89","88","243"
2022-12-27,321.395049504951,1885,185,1604,208,"106","152","286"
2022-12-28,286.363267326733,1545,183,1489,134,"98","128","173"
2022-12-29,259.032475247525,1096,103,1293,128,"101","93","141"
2022-12-30,233.424653465347,1095,105,1251,104,"121","119","76"
2022-12-31,218.907128712871,416,47,609,44,"36","33","26"
